ID,SCORE,RANK
ID14970136720,0.976689827,120
ID12558085011,0.976673171,121
ID10737660206,0.976523143,122
ID887394231,0.976518775,123
ID99901873990,0.976510485,124
ID38325836760,0.976273946,125
ID87927000544,0.976258091,126
ID59824228687,0.976211233,127
ID10698215714,0.976082818,128
ID26159483392,0.976055779,129
ID52546962561,0.975973448,130
ID86283056198,0.975968325,131
ID71487122248,0.975935859,132
ID69675170429,0.975905119,133
ID73818551503,0.975836586,134
ID3635723890,0.975833791,135
ID51891775127,0.975781967,136
ID49490524292,0.975686863,137
ID88615388417,0.975674507,138
ID84099599665,0.975494581,139
ID98020311211,0.975475063,140
ID33460839248,0.975428271,141
ID68166503761,0.975278008,142
ID41205016123,0.975207743,143
ID58356540211,0.975179443,144
ID83859352666,0.974985819,145
ID88477454329,0.97481858,146
ID7384521750,0.974688491,147
ID46245933578,0.974599604,148
ID41659740145,0.973921161,149
ID24641316535,0.973759582,150
ID55523135399,0.973726443,151
ID64361461095,0.973720847,152
ID63616745576,0.973713323,153
ID99683264922,0.97370314,154
ID49380908137,0.973530851,155
ID46649422238,0.973466399,156
ID25956830487,0.973439397,157
ID33811621756,0.973438399,158
ID56995397134,0.973376586,159
ID8708166055,0.973067121,160
ID673471158,0.97303635,161
ID79620256731,0.972982418,162
ID32356036376,0.972963595,163
ID2674324439,0.972943797,164
ID52164791641,0.972859043,165
ID32619528115,0.972724679,166
ID62520863470,0.972711417,167
ID89888660279,0.972631668,168
ID64849231142,0.972498869,169
ID72238031994,0.972467434,170
ID2302537859,0.972393742,171
ID52118499927,0.972325825,172
ID30157215022,0.972260208,173
ID5835539244,0.971932712,174
ID84389189716,0.971780593,175
ID55432243345,0.971775269,176
ID80685649430,0.971774805,177
ID93742953191,0.971621759,178
ID31714416961,0.971538654,179
ID99795910576,0.971381619,180
ID16960209476,0.971272351,181
ID93139731601,0.971199854,182
ID17928963349,0.97096827,183
ID68742475364,0.970883048,184
ID142318336,0.970733289,185
ID50858285907,0.970710619,186
ID98146951430,0.970682972,187
ID83443189870,0.970641291,188
ID70962628103,0.970637768,189
ID46697526912,0.970599493,190
ID86836567980,0.970453185,191
ID7963472422,0.9704288,192
ID90224114707,0.9702954,193
ID84948092179,0.970201987,194
ID36331628047,0.97013599,195
ID52960784245,0.970092211,196
ID28232139268,0.970084685,197
ID34604705513,0.969978161,198
ID90974330245,0.969966309,199
ID69282591002,0.969945265,200
ID1720535523,0.969729118,201
ID70139048979,0.969727362,202
ID46643410179,0.969636121,203
ID39422500896,0.96963141,204
ID16423560500,0.96949004,205
ID1584430645,0.969405152,206
ID56858311200,0.969356069,207
ID2778047603,0.96925753,208
ID37686732289,0.969237674,209
ID58657933053,0.969200066,210
ID14342526399,0.969102158,211
ID52531528404,0.969063579,212
ID39971103398,0.968856762,213
ID92794562872,0.9688267,214
ID36804966505,0.968674738,215
ID2555233660,0.968618329,216
ID1753228670,0.968523652,217
ID57398972128,0.968457436,218
ID79873434211,0.968416368,219
ID51881637448,0.968322288,220
ID56482093528,0.968268209,221
ID80351568982,0.968238472,222
ID53409901891,0.968093206,223
ID19608296463,0.968013283,224
ID69804759542,0.967946194,225
ID58354588764,0.96794583,226
ID86393618158,0.967921772,227
ID30644887746,0.967726626,228
ID87343129276,0.967559675,229
ID76380850130,0.967500981,230
ID60293205669,0.967152689,231
ID84330210920,0.967052493,232
ID97780749200,0.96695747,233
ID41252233340,0.966860299,234
ID43087082515,0.966837478,235
ID91070569535,0.966602317,236
ID33947014638,0.966520998,237
ID75571680383,0.9663854,238
ID21288625952,0.966346332,239
ID27116784000,0.966289644,240
ID32771814862,0.966219616,241
ID62814280885,0.966148052,242
ID9151885662,0.966139514,243
ID62933153362,0.966022762,244
ID93550272655,0.965943411,245
ID47659670444,0.965914607,246
ID20913331360,0.965892356,247
ID44753316345,0.965806767,248
ID65620695038,0.965731824,249
ID59179713278,0.96559211,250
ID99861786048,0.965512542,251
ID35856877330,0.96548426,252
ID5234848943,0.965473603,253
ID27665146360,0.965169483,254
ID91462865235,0.965116357,255
ID2524496755,0.965075445,256
ID84727669220,0.965052228,257
ID2485080437,0.965001592,258
ID14006104932,0.964940361,259
ID8160067539,0.96486752,260
ID8136672250,0.964863068,261
ID86970092815,0.964840528,262
ID64723664179,0.964830594,263
ID78995495233,0.964692525,264
ID61821653024,0.964675507,265
ID73053908801,0.964653681,266
ID13492637506,0.964637388,267
ID45599505978,0.964596555,268
ID865178276,0.964500091,269
ID19293753299,0.964486049,270
ID18840814157,0.964394076,271
ID71835408998,0.964350552,272
ID67513256272,0.964348922,273
ID75989270385,0.964302446,274
ID89191448869,0.964226294,275
ID9626722293,0.964192521,276
ID97489996718,0.964122509,277
ID69243744886,0.964020351,278
ID9186054723,0.963973797,279
ID29357263738,0.9639113,280
ID92749086903,0.963907389,281
ID80453167194,0.96387319,282
ID26639436616,0.96385049,283
ID59522461220,0.963843285,284
ID76823729591,0.963735403,285
ID28720540101,0.963530762,286
ID86864241579,0.963387012,287
ID50015386450,0.963379215,288
ID66389348575,0.963312184,289
ID965311890,0.963287143,290
ID91554588587,0.963223265,291
ID19551240941,0.963222935,292
ID61403045692,0.963146287,293
ID12447690922,0.963010893,294
ID97690662787,0.962747886,295
ID39751470805,0.962637739,296
ID43505810780,0.962631754,297
ID8444402277,0.962516063,298
ID90313902446,0.962467855,299
ID45141206609,0.962444083,300
ID46194447924,0.962421023,301
ID88936162222,0.962315134,302
ID24225390527,0.962061249,303
ID78908711242,0.962047534,304
ID80086676254,0.962021435,305
ID36685941664,0.961936219,306
ID76132276643,0.961889712,307
ID98808416118,0.961884342,308
ID69768341756,0.961876271,309
ID9939768402,0.961786611,310
ID80904357405,0.961732547,311
ID49182072071,0.96165292,312
ID55912351541,0.961607757,313
ID29258103170,0.961577028,314
ID51144292182,0.9614755,315
ID9827450574,0.961470222,316
ID17592051447,0.961426437,317
ID62630941049,0.961315425,318
ID70246133427,0.961233365,319
ID18467115107,0.961181971,320
ID97468921215,0.961169674,321
ID22491773507,0.9611619,322
ID39790299227,0.961015357,323
ID54866489281,0.960756694,324
ID13588708272,0.960694108,325
ID70499680317,0.960551142,326
ID92693824643,0.96044835,327
ID96016763241,0.960439688,328
ID47085699088,0.960385771,329
ID91236941745,0.960328959,330
ID48775844531,0.960075583,331
ID98868031240,0.959930443,332
ID4203773710,0.959895956,333
ID30731218741,0.959841206,334
ID13059403613,0.959810658,335
ID13629009953,0.959763364,336
ID5090616692,0.959485848,337
ID60098768938,0.959434231,338
ID23506897093,0.959336625,339
ID45849983555,0.959279154,340
ID88095856173,0.959234478,341
ID69701155726,0.959229297,342
ID83763748679,0.959112158,343
ID95403923418,0.959081929,344
ID38040111185,0.959015422,345
ID56036830393,0.959013893,346
ID95803383596,0.95901295,347
ID90346541530,0.958931123,348
ID7296031251,0.958901152,349
ID30682520722,0.958762306,350
ID53883017391,0.95872311,351
ID50317606632,0.958609646,352
ID74043547629,0.958607495,353
ID25239171285,0.958576027,354
ID66541417998,0.958495644,355
ID31851862898,0.958494671,356
ID56918324416,0.958350415,357
ID71101003406,0.958015213,358
ID89192965621,0.957468281,359
ID89086799877,0.957272146,360
ID75350413273,0.957041777,361
ID22864179556,0.957031758,362
ID58765155523,0.957021763,363
ID51905095554,0.956940863,364
ID40486022290,0.956897903,365
ID81354111144,0.956788721,366
ID83086214066,0.956727458,367
ID75166890572,0.956549624,368
ID96206811813,0.956482134,369
ID16068681756,0.95646881,370
ID64814303659,0.956430586,371
ID67036850036,0.956424428,372
ID73032076132,0.956360057,373
ID87738594779,0.956300782,374
ID3568992765,0.956136274,375
ID58941076024,0.956090522,376
ID42608652190,0.956021284,377
ID53902951140,0.955844627,378
ID5619586215,0.955776295,379
ID97299236151,0.955661956,380
ID3065072932,0.955458903,381
ID50702011515,0.955298259,382
ID1006108150,0.955221732,383
ID77766358143,0.955168999,384
ID4015049573,0.955027106,385
ID11170930606,0.955009761,386
ID22743736637,0.954946639,387
ID38437289389,0.954944448,388
ID35809907566,0.954934546,389
ID84012320118,0.954916728,390
ID79765651551,0.954888993,391
ID67323525793,0.954873751,392
ID15508452344,0.954596276,393
ID12464999925,0.954205607,394
ID37816212809,0.95401585,395
ID30610504062,0.953604609,396
ID24782866716,0.953425662,397
ID20164805054,0.953292357,398
ID19283600113,0.953029137,399
ID62162314151,0.952973126,400
ID16356642458,0.952692585,401
ID69645561729,0.952468774,402
ID33178951327,0.95238498,403
ID95644886230,0.952259559,404
ID40721836565,0.952191715,405
ID80628332253,0.951994846,406
ID48616079123,0.951966531,407
ID97222213818,0.951905959,408
ID93804917807,0.951763319,409
ID540708843,0.95176005,410
ID68754105860,0.951730608,411
ID48891241172,0.951589107,412
ID67783179584,0.951276064,413
ID47499774651,0.951224525,414
ID45870096304,0.951211003,415
ID34592407445,0.951098247,416
ID47813937928,0.951045679,417
ID99772536102,0.95095088,418
ID76269444765,0.950856198,419
ID10217790869,0.950579202,420
ID54089628371,0.950440642,421
ID1790520642,0.950355598,422
ID71989459438,0.950338683,423
ID18054389077,0.950158905,424
ID59236649265,0.950153324,425
ID85638083138,0.950145285,426
ID70843213736,0.950100895,427
ID40405179206,0.950050981,428
ID20586912529,0.949979459,429
ID30964731532,0.949930445,430
ID57193632124,0.9498391,431
ID55977661607,0.949821893,432
ID5608945901,0.949779039,433
ID4244792230,0.949522654,434
ID6119451022,0.949518139,435
ID719862338,0.94945259,436
ID15380106407,0.949331234,437
ID58871953030,0.949108397,438
ID63706584118,0.948781113,439
ID75368927174,0.948675478,440
ID79184824684,0.948380316,441
ID39533858438,0.94825085,442
ID75605440826,0.948107447,443
ID39607575600,0.948096063,444
ID37784659274,0.948081379,445
ID63534098893,0.947999757,446
ID67407273718,0.947927019,447
ID4706582615,0.947864141,448
ID16574113870,0.947825812,449
ID11975439084,0.947747029,450
ID70892853695,0.947370548,451
ID20119543196,0.947111143,452
ID20976170115,0.947101217,453
ID41516823387,0.947048336,454
ID55747867587,0.947046054,455
ID13122377131,0.947002743,456
ID75165272771,0.946992367,457
ID69131241538,0.946876746,458
ID49490412859,0.946746005,459
ID31985815582,0.94664146,460
ID96336617738,0.94649431,461
ID13769939687,0.946443192,462
ID91311503430,0.946408248,463
ID56220101451,0.946395613,464
ID94177135030,0.946274936,465
ID41358752381,0.946268515,466
ID63802505314,0.946218191,467
ID77762435086,0.945819516,468
ID6913106798,0.945800538,469
ID62122633476,0.94577741,470
ID49699135473,0.945618717,471
ID81340134507,0.945593499,472
ID35938895696,0.945579875,473
ID46088088278,0.945348224,474
ID70812964146,0.945242779,475
ID42656794629,0.945129551,476
ID98815456358,0.945116837,477
ID53851030326,0.944944125,478
ID64967518702,0.944922845,479
ID33643617682,0.944763263,480
ID88124747801,0.944761606,481
ID31340031945,0.944703931,482
ID82143501789,0.944570181,483
ID97499072923,0.94454388,484
ID91266211956,0.944543383,485
ID4742695160,0.944325118,486
ID90331254569,0.944265795,487
ID80504407957,0.944115856,488
ID42734353077,0.944045732,489
ID65861383111,0.944018678,490
ID3415130313,0.943987312,491
ID43323647763,0.943899431,492
ID17135539100,0.943747743,493
ID16560995167,0.943683036,494
ID55091169036,0.943648652,495
ID46615892903,0.943633962,496
ID10198571258,0.943546537,497
ID18502949838,0.943495745,498
ID22820021734,0.94343387,499
ID48727410542,0.943399315,500
ID20952690635,0.943334726,501
ID61228220472,0.943319687,502
ID48464507492,0.943303301,503
ID65701314558,0.943286846,504
ID43946269128,0.943256821,505
ID30639773761,0.943169514,506
ID76655732084,0.942823367,507
ID82175930720,0.942728985,508
ID19293762845,0.942607868,509
ID65461625515,0.942373975,510
ID69327468643,0.942092885,511
ID54338257831,0.942084953,512
ID90142864123,0.94197963,513
ID84168091408,0.941937312,514
ID58747791526,0.941554902,515
ID74538081965,0.941527278,516
ID34602822891,0.94139825,517
ID67930590765,0.941373219,518
ID5378008776,0.941353557,519
ID34092350226,0.941273062,520
ID62358166166,0.941217164,521
ID77784150036,0.941178835,522
ID7718864459,0.941040074,523
ID93867037675,0.940973069,524
ID22581931633,0.940893995,525
ID23230091632,0.940717734,526
ID73428065177,0.940700551,527
ID1769693802,0.940598438,528
ID69265791340,0.940521305,529
ID8900364818,0.940493519,530
ID5933887653,0.940476158,531
ID56421787690,0.940411651,532
ID76418195374,0.940380415,533
ID18213017991,0.940372034,534
ID204074056,0.940199557,535
ID15772319778,0.940163931,536
ID7280767852,0.940162696,537
ID58962021469,0.940071471,538
ID32603399237,0.940057423,539
ID79688321230,0.939843803,540
ID21467648875,0.939825705,541
ID84968647866,0.939817916,542
ID44641636006,0.939812957,543
ID49798186984,0.939801057,544
ID40279348865,0.939771572,545
ID99611263815,0.939752782,546
ID5793826098,0.93963423,547
ID99595490190,0.939621006,548
ID32992350372,0.939545081,549
ID18360949036,0.939503294,550
ID21904911809,0.939372877,551
ID99650759016,0.939364539,552
ID74954463203,0.939312454,553
ID23708567686,0.939226504,554
ID96976754673,0.939215232,555
ID82292226647,0.939190315,556
ID20079041700,0.939144299,557
ID55840978657,0.939113527,558
ID63485624857,0.939107449,559
ID8587549351,0.939094369,560
ID53138970282,0.939048807,561
ID47106828935,0.938874276,562
ID76035561587,0.938823824,563
ID95249640101,0.938720809,564
ID84532692695,0.938693662,565
ID54352842948,0.938682755,566
ID46765493576,0.938666582,567
ID26444252918,0.938663349,568
ID23532132535,0.93837802,569
ID60111552877,0.938286925,570
ID97153030194,0.938185441,571
ID27868558013,0.938142914,572
ID38197481556,0.938141863,573
ID83390941090,0.938121885,574
ID60942087350,0.938089688,575
ID14860228828,0.937934248,576
ID47093186083,0.937867446,577
ID21854233612,0.937750834,578
ID85439463092,0.937643073,579
ID85153445501,0.937509258,580
ID53186214181,0.937461845,581
ID8000783486,0.937380663,582
ID91402378301,0.937380459,583
ID21086130021,0.937025966,584
ID74234601936,0.93697678,585
ID46347570673,0.936786378,586
ID44448319610,0.936717832,587
ID35936074906,0.93662552,588
ID8452465016,0.936602649,589
ID64779475873,0.936580357,590
ID62497039494,0.936511713,591
ID16247516971,0.936499548,592
ID39050105930,0.936402657,593
ID9282689639,0.936373448,594
ID2938971157,0.93637229,595
ID57112377675,0.936312948,596
ID56064667439,0.936217363,597
ID99354168818,0.936130498,598
ID18937781741,0.935944245,599
ID46372194702,0.935730458,600
ID12221858469,0.935636348,601
ID21293208758,0.935621411,602
ID98635031934,0.93561701,603
ID92012181408,0.93559352,604
ID46503542245,0.935464132,605
ID29221418466,0.935364486,606
ID28664217111,0.935342852,607
ID573757197,0.935336978,608
ID69026122833,0.935325748,609
ID44037305444,0.935302929,610
ID33170138734,0.935034822,611
ID68694393229,0.935016065,612
ID34395517424,0.934946216,613
ID92933803001,0.934935342,614
ID17035008462,0.934897195,615
ID59086209423,0.934887945,616
ID21546212174,0.934712217,617
ID96272752944,0.934664296,618
ID88003336818,0.934648721,619
ID30485220407,0.934643998,620
ID28314661014,0.934641176,621
ID89776956192,0.934575833,622
ID69140311781,0.93451644,623
ID88585696736,0.934376248,624
ID54431658636,0.934323203,625
ID98818847117,0.934205561,626
ID82673808039,0.934182512,627
ID45091392912,0.934117559,628
ID82367220978,0.933964372,629
ID28273324169,0.933905204,630
ID37780988606,0.933882563,631
ID83268494756,0.933860623,632
ID22699360373,0.933857293,633
ID23073020355,0.933839557,634
ID66553090124,0.933784946,635
ID68060339646,0.933767562,636
ID93579172200,0.933759001,637
ID50845136982,0.933702408,638
ID56446791326,0.933686826,639
ID93324439131,0.933626878,640
ID75049062015,0.933613015,641
ID25663460430,0.933579501,642
ID2712888271,0.933548037,643
ID42590207021,0.933415818,644
ID86279206390,0.933230729,645
ID44078271251,0.933153393,646
ID78979721934,0.933133312,647
ID29608936481,0.933059899,648
ID23847162036,0.932750304,649
ID8053208285,0.932526839,650
ID54908172718,0.932523094,651
ID40214336216,0.932350081,652
ID88576014846,0.932285298,653
ID16282100889,0.932224307,654
ID43154212480,0.932145914,655
ID69344302438,0.932061593,656
ID60387362661,0.932014924,657
ID67019061030,0.931895276,658
ID36171451274,0.931741408,659
ID90200383165,0.931716805,660
ID48899156809,0.931674079,661
ID61054697754,0.931645775,662
ID8833600584,0.931621304,663
ID92218164863,0.931545838,664
ID26552791579,0.931524672,665
ID54263367529,0.931287325,666
ID3141906253,0.931220964,667
ID43829192195,0.931107182,668
ID12546547647,0.930833827,669
ID78919847066,0.930759931,670
ID31530102915,0.930489357,671
ID90136762750,0.930470206,672
ID82199400468,0.930311529,673
ID96490533741,0.93026587,674
ID88818245934,0.93006156,675
ID46988888153,0.92997453,676
ID44075830534,0.929934255,677
ID81260812366,0.929833215,678
ID90201781452,0.929833215,678
ID25144965166,0.92973291,680
ID70260497261,0.929665831,681
ID46759512623,0.929648938,682
ID89419334097,0.929550565,683
ID84653139759,0.929439117,684
ID49254533857,0.929427701,685
ID81016458189,0.92935672,686
ID80666515501,0.9293517,687
ID8765461532,0.929317805,688
ID56126214915,0.929288397,689
ID81386741195,0.92919703,690
ID90118594835,0.929174496,691
ID12588280398,0.928998541,692
ID96971080543,0.928918537,693
ID33800883234,0.928875352,694
ID47753138396,0.928755124,695
ID36327218933,0.928667668,696
ID30786709501,0.928600669,697
ID9125144504,0.928455899,698
ID53184630746,0.92841563,699
ID65811757820,0.928409983,700
ID73884564253,0.928388678,701
ID88979580807,0.928244045,702
ID83367725500,0.928214443,703
ID45273498466,0.928103922,704
ID59594746473,0.928077685,705
ID37972087244,0.928055985,706
ID67573864323,0.927991849,707
ID83135607132,0.927956606,708
ID19191477968,0.927919221,709
ID25991612871,0.927917286,710
ID3277373641,0.9278921,711
ID59453729195,0.927683155,712
ID80161372656,0.927358898,713
ID33982224498,0.927311845,714
ID88821828406,0.927286855,715
ID7286843893,0.927256233,716
ID79102198257,0.927151745,717
ID25861247268,0.927063573,718
ID18968366374,0.926860197,719
ID18001722645,0.926714798,720
ID99731767177,0.926712862,721
ID74335031851,0.926698292,722
ID57769125354,0.926517386,723
ID31025252086,0.926517187,724
ID73307671944,0.92638279,725
ID89549310779,0.926354473,726
ID41536928220,0.926239314,727
ID60631869063,0.926162551,728
ID53923448991,0.926132636,729
ID5442851830,0.926072872,730
ID22658618782,0.92593453,731
ID75434255914,0.92560831,732
ID47865923795,0.925482969,733
ID42192329299,0.925482496,734
ID84042320393,0.9254793,735
ID96197253044,0.925379663,736
ID4896774191,0.925117472,737
ID46748558593,0.925117472,737
ID49033216316,0.925117472,737
ID37589547567,0.925117472,737
ID73520472726,0.925107271,741
ID98181046870,0.925107271,741
ID82157667671,0.925107271,741
ID63714163267,0.925060673,744
ID93068820653,0.924818887,745
ID71693452015,0.924714923,746
ID85975852183,0.924708252,747
ID21959263655,0.92470455,748
ID49034755466,0.924442387,749
ID23888881049,0.924383093,750
ID62896847102,0.924379343,751
ID68846291149,0.924282792,752
ID55732806425,0.924129381,753
ID37774166761,0.924115514,754
ID27254025697,0.924087208,755
ID78411410506,0.92408293,756
ID47983803482,0.923980505,757
ID14705658571,0.923723473,758
ID30937705669,0.923716778,759
ID59313017530,0.923684691,760
ID30672043483,0.92341755,761
ID61353495373,0.92341755,761
ID81515456541,0.92341755,761
ID55566529582,0.923373825,764
ID39290286386,0.923355333,765
ID91780385464,0.923343105,766
ID19482959722,0.92311576,767
ID32079210985,0.923035836,768
ID79264027755,0.923028337,769
ID81395736979,0.923007621,770
ID17884450181,0.922814905,771
ID90011853068,0.922774306,772
ID94602335381,0.922765155,773
ID57851504142,0.922765155,773
ID10120695368,0.922765155,773
ID22818447846,0.922671227,776
ID48595477989,0.922597761,777
ID64519420529,0.922574972,778
ID1532307826,0.922545755,779
ID80065785897,0.922545755,779
ID81652180748,0.922501694,781
ID68533457428,0.922501694,781
ID52343778522,0.922422839,783
ID993310893,0.922370002,784
ID8267264211,0.922353809,785
ID84787561504,0.922347606,786
ID51841661916,0.922312314,787
ID83613983720,0.922227531,788
ID49966841726,0.922196809,789
ID50832955795,0.922062043,790
ID16747253861,0.922029529,791
ID87475873198,0.921866791,792
ID33994061981,0.92186444,793
ID45488063406,0.921698833,794
ID13826451876,0.921637764,795
ID98256366233,0.921459642,796
ID39024528506,0.921380003,797
ID96019090104,0.921284265,798
ID84225779112,0.921188851,799
ID83290047982,0.921159619,800
ID87571180512,0.921071452,801
ID70455955607,0.921028707,802
ID43030098054,0.92065842,803
ID28774418415,0.920604542,804
ID21843438186,0.920566709,805
ID44185863874,0.920564186,806
ID16987978814,0.920408688,807
ID27261070174,0.920372818,808
ID36932312621,0.920360718,809
ID11055599204,0.920305939,810
ID38394016743,0.920265207,811
ID43538400457,0.920261786,812
ID47271607884,0.920196791,813
ID28301668878,0.919881383,814
ID40869483650,0.919287423,815
ID22134232764,0.919226592,816
ID19999532504,0.91921139,817
ID11515642754,0.919205351,818
ID25111514388,0.919179662,819
ID91116940412,0.919178441,820
ID90993271903,0.919126526,821
ID39970556991,0.91905099,822
ID84003074599,0.919035952,823
ID23903005348,0.91892272,824
ID22003758382,0.918913537,825
ID78750448244,0.918868218,826
ID71835635123,0.918797081,827
ID65823281493,0.918757463,828
ID25979961001,0.918465285,829
ID82831414082,0.918427389,830
ID80682427101,0.918413927,831
ID49464556458,0.918377267,832
ID52674065973,0.918257808,833
ID11910289578,0.918129328,834
ID95943476863,0.918101116,835
ID64280021220,0.91801789,836
ID34390700019,0.917921527,837
ID27676125908,0.917752733,838
ID25483758200,0.917655242,839
ID6838683787,0.917583958,840
ID53195040977,0.917565317,841
ID49590777628,0.91749922,842
ID91432724237,0.917418267,843
ID213030865,0.91735206,844
ID12522787560,0.917254509,845
ID78924923799,0.917094775,846
ID14474148729,0.916997336,847
ID93848420909,0.916846401,848
ID95546111089,0.916762731,849
ID81211805474,0.916629583,850
ID30181363937,0.916510169,851
ID24503095925,0.916495395,852
ID4628655409,0.916414944,853
ID68642432786,0.916372547,854
ID99330309778,0.916340073,855
ID93218043257,0.916235469,856
ID76156812289,0.915973509,857
ID63225925882,0.91593904,858
ID19358036350,0.915887954,859
ID33901862070,0.915601963,860
ID23555306309,0.915580961,861
ID13349149941,0.915497338,862
ID12318914389,0.915485171,863
ID25173578516,0.91548456,864
ID14183591825,0.915454223,865
ID79449571054,0.915406216,866
ID87876256596,0.915369709,867
ID62206067686,0.915349606,868
ID42211914035,0.915334734,869
ID22269110811,0.915237041,870
ID50374314678,0.915216299,871
ID65870274820,0.915192402,872
ID46879584410,0.915186978,873
ID57001795739,0.915096917,874
ID83829748902,0.915038203,875
ID99840348027,0.914943357,876
ID70738382717,0.91474214,877
ID71325917994,0.91463519,878
ID42988134847,0.914620338,879
ID65844392434,0.914613915,880
ID76815123845,0.914579023,881
ID25018518615,0.914463537,882
ID37816504592,0.91444053,883
ID25613357185,0.914264297,884
ID57726487404,0.914262534,885
ID93090581518,0.914214728,886
ID61506654211,0.914214728,886
ID98267067129,0.914214728,886
ID21918820739,0.914214728,886
ID12974843435,0.914214728,886
ID83586815224,0.914214728,886
ID39347215573,0.914133886,892
ID11767433216,0.914128586,893
ID59917699294,0.914086481,894
ID12084637587,0.914042435,895
ID82526808084,0.914013295,896
ID26494902338,0.913961628,897
ID90186528018,0.913732685,898
ID95685228191,0.913732685,898
ID65704472067,0.913732685,898
ID34509351260,0.913519244,901
ID74388791282,0.913517959,902
ID68928327303,0.913447516,903
ID1534627844,0.913434511,904
ID89390244376,0.913427049,905
ID68038823440,0.913316754,906
ID4165360566,0.913309474,907
ID38998338179,0.91322941,908
ID69456243966,0.913212158,909
ID74889635841,0.913068697,910
ID95153018690,0.91298941,911
ID50480289315,0.91298941,911
ID92392872968,0.912985759,913
ID79054707185,0.912861913,914
ID6742459725,0.912861913,914
ID44762086423,0.912851416,916
ID11460167733,0.912847664,917
ID8250174582,0.912838542,918
ID40903083021,0.912837886,919
ID61362055717,0.912626734,920
ID65075730469,0.912612412,921
ID89342294674,0.912607874,922
ID31574604395,0.91256482,923
ID88930566790,0.912510941,924
ID7106030596,0.912406712,925
ID29231057702,0.912375227,926
ID86880136647,0.912345295,927
ID1807735348,0.912316414,928
ID80947210584,0.912297461,929
ID22761099330,0.91229067,930
ID50934789074,0.912156076,931
ID85903555148,0.912108409,932
